train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/init_lr_ratio,config/train_loop_config/dropout,config/train_loop_config/max_lr,config/train_loop_config/warmup_epochs,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/batch_size,config/train_loop_config/depth,config/train_loop_config/ffn_num_layers,config/train_loop_config/final_lr_ratio,config/train_loop_config/message_hidden_dim,logdir
0.023515792563557625,0.03238081932067871,0.1948249638080597,0.1948249638080597,0.023515792563557625,199,2800,1763189369,checkpoint_000199,True,False,200,743546ff,2025-11-15_06-49-29,6.200467109680176,1178.4691398143768,1198756,gypsum-gpu162,10.100.31.62,1178.4691398143768,200,0.028167486088635476,0.3,0.0026182210694641467,30,800,256,5,1,0.10322535652797084,1200,743546ff
0.03313124179840088,0.01942964270710945,0.18011285364627838,0.18011285364627838,0.03313124179840088,199,2800,1763189392,checkpoint_000199,True,False,200,9db4314e,2025-11-15_06-49-52,5.8356547355651855,1167.9683184623718,1199763,gypsum-gpu162,10.100.31.62,1167.9683184623718,200,0.0209610716825527,0.35000000000000003,0.0018715786086655672,75,1300,256,4,1,0.21881279384424715,1200,9db4314e
0.7301705479621887,0.9027029871940613,0.6120362877845764,0.6120362877845764,0.7301705479621887,1,210,1763189450,checkpoint_000001,True,False,2,ece8096c,2025-11-15_06-50-50,9.084158182144165,40.40781807899475,1245111,gypsum-gpu162,10.100.31.62,40.40781807899475,2,0.7445982569151344,0.0,0.00136411245413469,55,2400,32,3,2,0.17552972578678436,2100,ece8096c
0.46288245916366577,0.41044139862060547,0.40763381123542786,0.40763381123542786,0.46288245916366577,5,630,1763189511,checkpoint_000005,True,False,6,1e18881a,2025-11-15_06-51-51,8.583556890487671,78.50330519676208,1245567,gypsum-gpu162,10.100.31.62,78.50330519676208,6,0.1527307485609497,0.35000000000000003,0.0005947626855763684,58,2000,32,5,2,0.11815621084151694,1800,1e18881a
0.507689356803894,0.4022160768508911,0.4585190713405609,0.4585190713405609,0.507689356803894,4,265,1763189555,checkpoint_000004,True,False,5,4214d051,2025-11-15_06-52-35,7.546241760253906,67.25274300575256,1246576,gypsum-gpu162,10.100.31.62,67.25274300575256,5,0.1932113101590144,0.0,0.001329775354021746,45,1100,64,6,1,0.1522905311652806,1800,4214d051
0.0404885970056057,0.031810544431209564,0.19070573151111603,0.19070573151111603,0.0404885970056057,90,9555,1763190398,checkpoint_000090,True,False,91,9326d331,2025-11-15_07-06-38,15.142861366271973,857.076639175415,1247765,gypsum-gpu162,10.100.31.62,857.076639175415,91,0.06605607672321322,0.0,0.00025641612499447146,77,1700,32,2,2,0.0730967989115941,1500,9326d331
0.026725023984909058,0.02778623066842556,0.18301308155059814,0.18301308155059814,0.026725023984909058,199,21000,1763191365,checkpoint_000199,True,False,200,80b9dbcb,2025-11-15_07-22-45,8.264348268508911,1766.9945404529572,1248900,gypsum-gpu162,10.100.31.62,1766.9945404529572,200,0.041654197531872675,0.25,0.00012286302122987725,18,1100,32,4,1,0.652744584297665,1500,80b9dbcb
0.011377779766917229,0.006949849892407656,0.18909001350402832,0.18909001350402832,0.011377779766917229,111,5936,1763191429,checkpoint_000111,True,False,112,709120fd,2025-11-15_07-23-49,9.46813440322876,989.9832983016968,1276428,gypsum-gpu162,10.100.31.62,989.9832983016968,112,0.608943366433319,0.15000000000000002,0.0007560973956678508,62,1000,64,4,2,0.0264042639584858,1600,709120fd
0.003938046284019947,0.004998581483960152,0.17861226201057434,0.17861224710941315,0.003938046284019947,199,2800,1763194481,checkpoint_000199,True,False,200,b0cc1cf4,2025-11-15_08-14-41,9.919018030166626,3057.0401191711426,1307025,gypsum-gpu162,10.100.31.62,3057.0401191711426,200,0.0254424784122926,0.0,0.000447464712308428,58,1400,256,5,2,0.10200922431591174,2400,b0cc1cf4
0.32347196340560913,0.2595709562301636,0.40442055463790894,0.40442055463790894,0.32347196340560913,22,322,1763191777,checkpoint_000022,True,False,23,9d06ca5b,2025-11-15_07-29-37,16.21454381942749,304.1501305103302,1308591,gypsum-gpu162,10.100.31.62,304.1501305103302,23,0.012306996711338766,0.4,0.006432556639945765,61,900,256,5,1,0.17396232482570775,2100,9d06ca5b
